搜索关键词,监测品牌,搜索排名,笔记ID,笔记类型,笔记标题,笔记描述,笔记URL,作者ID,作者昵称,笔记最后更新时间,点赞数,收藏数,评论数,分享数,品牌情感倾向,品牌高频词,数据采集时间
缕灵,Living Proof,29,680f570d000000000703591f,video,沃去！！原本400+💰 是谁还不知道...,"堪称油扁塌的福报！！
livingproof真的封神了...
用五分钟体验头包脸的快乐～
#livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof[话题]# #洗发水清仓捡漏[话题]# #进口洗发水[话题]# #缕灵洗发水[话题]# #控油蓬松[话题]# #洗发水控油蓬松平价[话题]# #洗发水红榜[话题]# #油头洗发水推荐[话题]#",https://www.xiaohongshu.com/explore/680f570d000000000703591f?xsec_token=ABn4Qh_ad48nBQ_z2gbCtaFHA8Q5GG3bsvV7NNYCp6Zso=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-28T18:23:10+00:00,1.0,0.0,0.0,1.0,正向,"封神, 福报, 快乐, 丰盈蓬松, 清爽, 空气感",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,30,684149900000000021019b8f,normal,好夸张！细软塌油头被狠狠教育了！,"是谁？第二天就油成条形码？发根紧贴头皮像刚被熨斗烫过？本细软塌十级油头患者宣布： livingproof丰盈蓬松洗发水，就是我头皮的重生父母！
	
以前洗完头＝油头倒计时开始：
两天油得能炒菜…更别提那该死的头皮痒！
	
市面上宣称""控油蓬松""的货色试了个遍，直到试用了缕灵洗发水，好家伙！一试不要紧，给我头顶干这么蓬松是怎么回事！
关键！那种深入骨髓的干爽轻盈感，谁懂啊？头皮不痒了，呼吸都畅快了！
	
以前：睡前洗的头，睡醒就塌方（真的会谢！)
现在：缕灵洗发水能让我顶着根根分明的发丝撑过完整三天！
简直是懒癌晚期＆油头天敌（正是在下）的续命神器！
	
#控油蓬松[话题]# #油头救星[话题]# #livingproof洗发水[话题]# #洗发水控油蓬松[话题]# #油头洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #livingproof洗发水测评[话题]# #洗发水去屑止痒控油蓬松[话题]# #洗发水分享[话题]#",https://www.xiaohongshu.com/explore/684149900000000021019b8f?xsec_token=ABeynBVZ930CSwCHnvm4U6pjVOpa88mhFTK7CkKiMK4gU=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-06-05T15:38:56+00:00,0.0,0.0,1.0,0.0,正向,"控油, 蓬松, 干爽, 轻盈, 不痒, 畅快",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,31,68139571000000002200417d,normal,这洗发水,"说实在的，不太好用，不知道是不适合我还是啥[捂脸R]（避免水军，改了个标题名字；以下文字，是我本人使用了半瓶多的真实感受，评论内容请自行辨真伪[加油R]）
看直播间宣传的不错，又有冠 军做代言，就整了三瓶，结果……本人大油皮，头天晚上洗了，第一天白天确实很蓬松，前提是一定要用护发素，否则头发会觉得干；到了晚上略觉得开始出油，但第二天早上就彻底不行了，而且一模头皮感觉还有头皮屑，老想用指甲去抠[捂脸R]
首先，我是绝对不会长头皮屑的人，这辈子真是用了各种的蓬松去油洗发水，都没长过，这是第一次……其次，我以为是刚换不习惯，结果用了半瓶多，实在坚持不住了，每天都想用指甲抠头皮[笑哭R]坚决换洗发水，还有两瓶新的没拆[捂脸R]
	
PS：说一下我近几年用过的洗发水，不分先后，目的都是为了控油蓬松，也只是我个人的使用感受哈！
黛丝恩红瓶（一般）
若也灰瓶和绿瓶（还可以）
Hair recipe无花果味儿（好闻，但掉头发）
Living proof缕灵灰瓶蓬松丰盈洗发水（还可以；洗两遍的话很蓬松，但要用护发素，不然会干）
寇斯汀樱花（一般）
卡诗赋活丰盈白金 赋源芯丝 双重功能（还可以）
馥绿德雅小绿珠（还可以）
清扬植觉氨基酸
植观金盏花（一般）
Aussie袋鼠海盐丰盈洗发水（还可以，味道不错）
英国lush鲜果爽洗发水（一般）
英国the body shop洗发水
英国soap glory洗发水（一般）
吕（一般）
霸王（还可以）
二硫化硒洗剂（听人说能控油，但用完干，因为是药用的，貌似只能用来洗发根比较合适）
……
	
有一些我想不起来了，但，用过了这么多，还没有让我觉得完全能坚持2天的，最多第二天下午也扛不住了[捂脸R]求推荐[皱眉R]
#半亩花田[话题]#",https://www.xiaohongshu.com/explore/68139571000000002200417d?xsec_token=AB_VORDGeU_bQ-rV0iEU8eOlvUzQYYXW0FuIlzjqQQJRA=&xsec_source=pc_search,5a8991e411be103bd3604d02,格瓦斯姥姥,2025-05-22T14:51:55+00:00,94.0,20.0,438.0,14.0,正向,"还可以, 很蓬松, 会干",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,32,681c3300000000002202f2a4,normal,最近空瓶的洗发水,"#洗发水测评[话题]# #洗发水分享[话题]#
卡诗黑钻，一套加精油，香味可以，洗的时候比较轻盈，精油味道一般。
卡诗粉瓶，洗的时候跟黑钻差不多，味道没有黑钻好。
缕灵洗发水，空了很多瓶，味道好。用完头发比较蓬松，长期回购。#哪种洗发水好用[话题]# #控油蓬松[话题]# #洗发露[话题]# #洗发水[话题]#",https://www.xiaohongshu.com/explore/681c3300000000002202f2a4?xsec_token=ABgC4zhADpTYweL03WjF8WfrMpHHl1bXPzHfAStzuS4Ls=&xsec_source=pc_search,5c52b67c000000001b00877b,sophie,2025-05-12T17:42:55+00:00,1.0,1.0,4.0,0.0,中立,,2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,33,680798e60000000007034903,video,沃去‼️原本500+被我砍到这个数💰！！,"再难啃的品牌方也被我啃下来了❗️
都是正装囤货装 超大容量[购物车R]
专研蓬蓬肽科技 对付细软塌很有一手！
不是日常💰买不起，而是清仓更有性价比～
任何人错过这波我都会心痛的[凋谢R]
#进口洗发水[话题]# #洗发水清仓捡漏[话题]# #livingproof洗发水[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗发水[话题]# #livingproof蓬松洗护[话题]# #livingproof缕灵[话题]# #洗发水控油蓬松[话题]# #细软塌洗发水推荐[话题]#",https://www.xiaohongshu.com/explore/680798e60000000007034903?xsec_token=ABFTG5H1cUjUFYqVgvNnc7ExfsIJyCWTeDhW9IEn1kFYU=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-22T21:25:59+00:00,2.0,1.0,1.0,0.0,正向,"对付细软塌很有一手, 性价比高",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,34,680f1f5a000000000b015a1d,video,🇺🇸进口超棒的洗发水！洗的干净蓬松！,"这个羊毛不薅亏大啦！
原本两三百的日常💰哦～
直接清到底裤‼️
冲冲冲[购物车R]
#氨基酸洗发水[话题]#  #哪种洗发水好用[话题]# #控油蓬松[话题]# #洗发水控油蓬松留香[话题]# #洗发水女[话题]#  #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗护[话题]# #livingproof缕灵[话题]# #滋养头皮洗发水[话题]#",https://www.xiaohongshu.com/explore/680f1f5a000000000b015a1d?xsec_token=ABn4Qh_ad48nBQ_z2gbCtaFALm0-v1jJ9AfiEkRBlwoK0=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-28T14:25:31+00:00,1.0,0.0,0.0,0.0,正向,"超棒, 干净蓬松, 巨蓬松, 巨清爽",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,35,682ff481000000000f039131,normal,用一次被一次征服的控油洗发水～,"Living proof缕灵丰盈蓬松空气感洗发水
	
专门针对油扁塌细软发质
含有红藻提取物等🌿
能防止空气中的灰尘附着头发
隔绝油垢 延长头发变油时间～
拒绝夏天头发油腻腻！
	
🍃用它洗完头发摸起来超舒服
发根蓬松 发丝根根分明
很有空气感的那种自然蓬松☁
做造型时头发都听话啦
	
特别适合油头女孩，既能控油又能护发
让你的头发清爽蓬松！
#油头洗发水[话题]# #livingproof洗发水[话题]##缕灵丰盈蓬松洗发水[话题]# #油头救星[话题]# #洗发水控油蓬松[话题]# #防脱控油洗发水[话题]# #洗发水红榜[话题]# #头油头痒用什么洗发水[话题]# #洗发水蓬松细软塌[话题]# #头痒洗发水[话题]#",https://www.xiaohongshu.com/explore/682ff481000000000f039131?xsec_token=ABLO3wM45TSoHfrbrYux8K-RZS7PmeO74DkEpKPQ4OjMc=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-23T12:09:09+00:00,1.0,0.0,1.0,0.0,正向,"控油, 蓬松, 舒服, 自然蓬松, 清爽",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,36,670fba0b000000001b02e096,normal,洗护发你都用过哪个？,"#洗发水测评[话题]# 除了以上，还用过几乎所有资生堂系列、卡诗系列，章小蕙推荐的也基本都用过，缕灵、大卫、迷莲卡薇、薇姿、lush某两种、leonorgreyl蜂蜜、蓝色那款的什么1号3号好麻烦记不住，摩洛哥还有个什么发油，日本韩国火出新大陆的就不用说了都用过；
个人觉得Rivita，迷莲卡薇性价比较高，属于真正的修护蓬松，用了觉得很安心的感觉；
艾凡达那个绿色头皮凝露是我一直回购的，是它让我的头皮不再那么油，之前每天洗，现在可以控制到2天甚至3天了。
以上仅为个人感受，不喜勿喷，欢迎发图评论区讨论。#护发心得分享[话题]#",https://www.xiaohongshu.com/explore/670fba0b000000001b02e096?xsec_token=ABb4SOnJ9iR5uVRpTUPuWDE0wHawk8xXkjCC1J85rz95o=&xsec_source=pc_search,569859ec5e87e72dc40f973a,杨小杨,2024-10-16T21:05:15+00:00,5.0,0.0,0.0,0.0,中立,用过,2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,37,683a99820000000003038a62,video,爱染烫的女生冲！这洗发水绝绝子！,"618活动直降150！！
#头发干枯干涩[话题]# #头发干枯毛糙[话题]# #头发护理分享[话题]# #洗发水红榜[话题]# #LivingProof每日圆满洗发水[话题]# #livingproof洗发水[话题]# #livingproof缕灵[话题]# #缕灵每日圆满洗发水[话题]#",https://www.xiaohongshu.com/explore/683a99820000000003038a62?xsec_token=ABLR7BhAbiCES_Hmf1oIe_o5HOAzkxmNFJUp0Y93b09Lg=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-31T13:54:10+00:00,1.0,0.0,1.0,0.0,正向,"绝绝子, 蓬松喝饱水, 顺滑, 广告发质的那种效果, 杂志封面的效果",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,38,681ab78b00000000200286c2,normal,缕灵你…,缕灵我跟你没完…干发喷雾做这么香干啥，早八我感觉自己头上顶了个老外#我还不如早上洗个头[话题]##太香了[话题]# #香的我早八睡不着[话题]#,https://www.xiaohongshu.com/explore/681ab78b00000000200286c2?xsec_token=AB2dcO4QEwxBtK6rWkA3ldZFUr99Tknw_bzH1jtNlFDyE=&xsec_source=pc_search,625ba15d0000000010007cf2,祁䢵YYY,2025-05-07T09:29:48+00:00,0.0,0.0,2.0,0.0,正向,"香, 效果好",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,39,67080c88000000001902c105,normal,Living proof缕灵 顺柔防毛躁发膜,"难用。
上次说每日圆满发膜难用，用了好久终于用完了，今天新开了一支防毛躁发膜，居然更难用。天啊，洗完头吹了大半个小时没吹干，又油又糙的，像个没洗过的假发。我确定我冲干净了哈。
家里还有一支强韧修护发膜，救命啊～
	
#难用[话题]#",https://www.xiaohongshu.com/explore/67080c88000000001902c105?xsec_token=ABWZ9iGkqinhLR9da6dAfLvExhzWVqEGy6U8vJLKH_OIk=&xsec_source=pc_search,5d0f7a4a000000001000abaa,ᅠᅠ,2024-10-11T01:19:05+00:00,2.0,0.0,2.0,0.0,负向,"难用, 油, 糙",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,40,682c1fd0000000000f0313a3,video,最近谈下最🐮的折扣！缕灵黑科技！,"200+清到79💰
超级大的力度 真的是跳水下凡了
控油蓬松 🇺🇸专研黑科技
夏天油头的季节来了！
实测有用！油扁塌不存在的～
#看得见的肽蓬松力[话题]# #livingproof洗发水[话题]# #livingproof缕灵[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗发水[话题]# #Livingproof蓬松洗护[话题]# #不含月桂醇的洗发水[话题]# #氨基酸洗发水[话题]# #去油蓬松洗发水[话题]# #洗发水去油[话题]#",https://www.xiaohongshu.com/explore/682c1fd0000000000f0313a3?xsec_token=ABMbUNW9QbFNCX0nODx5ziA-fcTqgKZMnWh4K1ssj4kDw=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-20T14:23:12+00:00,2.0,0.0,1.0,1.0,正向,"控油蓬松, 黑科技, 实测有用",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,41,682ad746000000000303dfa1,video,不会让你们失望的living proof洗发水🥰,"品牌方居然真的放出这个💰！
平常正装得200+
油头姐妹用了很多洗发水觉得不好用的
真的可以来试试！
	
里头添加了很多控油蓬松成分
专研的蓬蓬肽、蠕虫叉红藻提取物、尾穗苋籽肽...
还是氨基酸表活
泡沫绵密，温和带走油脂
原来头包脸可以这么快乐😁
#防脱控油洗发水[话题]# #油头洗发水[话题]# #看得见的肽蓬松力[话题]# #哪种洗发水好用[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #缕灵洗发水[话题]# #修复洗发水[话题]# #控油蓬松洗发水[话题]#",https://www.xiaohongshu.com/explore/682ad746000000000303dfa1?xsec_token=ABCGEbl9BCM0y-JF9YbnnHe2J89Ze5tRaXtUsylHvBZOc=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-19T15:01:26+00:00,1.0,1.0,1.0,0.0,正向,"控油能力感人, 水光绸缎发靠它了, 温和带走油脂, 泡沫绵密",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,42,67ff1f58000000001202f75b,normal,最近迷上了尝试“蓬松”洗发水，已经买了8套试用装了，准备一个个尝试并记录一下，来个测评[偷笑R]#小红书春日特派员[话题]##夏日香氛[话题]# #卡诗[话题]# #欧莱雅[话题]# #hl黑云杉[话题]# #claynal蓬派[话题]# #诗裴丝[话题]# #longtake[话题]# #livingproof缕灵[话题]# #offrelax[话题]#,最近迷上了尝试“蓬松”洗发水，已经买了8套试用装了，准备一个个尝试并记录一下，来个测评[偷笑R]#小红书春日特派员[话题]##夏日香氛[话题]# #卡诗[话题]# #欧莱雅[话题]# #hl黑云杉[话题]# #claynal蓬派[话题]# #诗裴丝[话题]# #longtake[话题]# #livingproof缕灵[话题]# #offrelax[话题]#,https://www.xiaohongshu.com/explore/67ff1f58000000001202f75b?xsec_token=AB0HzqGQN-wywR-ScNp0JwFaaQow0IqPXKmo6JeV9kkZ4=&xsec_source=pc_search,55ef7eccc2bdeb209c85b0de,ranesy,2025-04-16T11:09:12+00:00,0.0,0.0,3.0,0.0,正向,"蓬松, 喜欢",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,43,68099cdd000000001d01af96,normal,🍃2折清大油头救星！控油神器💥,"🇺🇸小众高端Living proof品牌下的全效丰盈蓬松洗发水
	
它能有效控油，解决头皮出油的烦恼，让头发回归清爽状态。🌞
	
止痒去屑功能，让头皮得以呼吸，不再受头痒困扰。🍃
	
更重要的是，这款洗发水还能带来蓬松的秀发效果，让你的发型看起来更加丰盈。💫
	
适合任何发质，尤其是油头的朋友们，能带给你前所未有的洗发体验。🌴
	
而且，现在参与活动，在骨折💰的同时再直降30，性价比超高！💥
	
别犹豫了，快来入手这款超赞的洗发水，让你每天都能轻松拥有清爽、蓬松的完美发型。😍
#控油洗发水[话题]##蓬松洗发水[话题]##livingproof洗发水[话题]##洗发水[话题]##小众好用[话题]# #洗发水控油蓬松[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof缕灵[话题]# #livingproof蓬松洗护[话题]#",https://www.xiaohongshu.com/explore/68099cdd000000001d01af96?xsec_token=ABaYU8ioL4pMmxtAQl9i6PJv4QzbDbuqOYkDbm0-lvFGw=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-04-24T10:07:25+00:00,1.0,0.0,1.0,0.0,正向,"高端, 小众, 超赞",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,45,6835ad7a000000000c03b32d,video,头是前天洗的，到现在还是很清爽蓬松！,"缕灵丰盈蓬松洗发水
完全就是便携头皮吸油机！
干枯毛燥的宝子冲每日圆满
还有710ml超大容量
日常3折的清仓价，狠狠心动了！！
#控油蓬松[话题]# #防脱控油洗发水[话题]# #洗发水控油蓬松[话题]# #油头救星[话题]# #油头洗发水[话题]# #livingproof洗发水[话题]# #livingproof缕灵[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗发水[话题]# #洗发水去屑止痒控油蓬松[话题]#",https://www.xiaohongshu.com/explore/6835ad7a000000000c03b32d?xsec_token=ABoL6_A0iBnYBB-ook8n9-6DV4A9qcQAUCm43PS2VttI4=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-27T20:18:02+00:00,0.0,0.0,1.0,0.0,正向,"清爽蓬松, 便携头皮吸油机, 控油蓬松, 防脱控油, 去屑止痒",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,46,6837058d000000002100dcf6,video,洗出高楼大厦🌴般的高颅顶！！,"能把细软塌头发立起来的洗发水
不得不提到他们家的蓬蓬肽黑科技
是真🐮哇
🇺🇸进口的沙龙洗护
真的有在好好研究控油！
	
#洗发水控油蓬松[话题]# #控油蓬松[话题]# #油头救星[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵洗发水[话题]# #livingproof缕灵[话题]# #洗发水推荐[话题]# #控油洗发水[话题]# #油头洗发水[话题]#",https://www.xiaohongshu.com/explore/6837058d000000002100dcf6?xsec_token=AB9UKqqLPYkvnP8AbAvg0sm4eKkEymDPHaqiomrwHhw6o=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-05-28T20:46:05+00:00,2.0,0.0,0.0,0.0,正向,"蓬蓬肽黑科技, 真🐮, 控油蓬松",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,47,6809a8f6000000001201d022,video,对living proof真的是相见恨晚呀👍,"超级超级控油蓬松的洗发水
对各种发质都适用！因为它是氨基酸温和清洁
还有增粗保护发丝的效果[赞R]
头皮环境是发质好不好的关键
这个💰真的不容错过‼️
	
#livingproof洗发水[话题]# #护发养发[话题]# #控油蓬松[话题]# #油头洗发水[话题]# #洗发水去屑止痒控油蓬松[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #细软塌洗发水[话题]# #蓬松洗发水推荐[话题]#",https://www.xiaohongshu.com/explore/6809a8f6000000001201d022?xsec_token=ABaYU8ioL4pMmxtAQl9i6PJt4oPymfc8MiroDrS3XqPaU=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-24T10:59:02+00:00,5.0,3.0,1.0,1.0,正向,"控油, 蓬松",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,48,681052890000000009039bd7,video,好美丽的💰！好伟大的洗发水！！,"🇺🇸高端小众洗发——缕灵livingproof
2折清啦！！[购物车R]
	
对油扁塌的鲨伤力1000%
头顶蓬松了真的好显发量啊～
夏天来了 就很需要它来拯救我的油头
再也不会油腻腻地贴头皮啦！
#livingproof洗发水[话题]# #livingproof[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗发水[话题]# #哪种洗发水好用[话题]# #控油洗发水[话题]# #敏感头皮洗发水[话题]# #育发洗发水[话题]#  #洗发水控油蓬松[话题]# #洗发水清仓捡漏[话题]#",https://www.xiaohongshu.com/explore/681052890000000009039bd7?xsec_token=AB4U4rlf_StZ2pM6pnSZMzrwHimV2jvXyyi4QGE9vt8Lc=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-29T12:16:10+00:00,0.0,0.0,1.0,1.0,正向,"丰盈蓬松, 控油",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,49,6673fcbe000000001e010291,normal,缕灵living proof这个便宜不？,710 ml洗发水➕236ml护发素，便宜不？#livingproof蓬松洗护[话题]# #控油洗发水[话题]# #洗发水[话题]# #油头救星[话题]# #开市客好物推荐[话题]# #开市客好物分享[话题]# #开市客[话题]#,https://www.xiaohongshu.com/explore/6673fcbe000000001e010291?xsec_token=ABJXLCM27mvrvOjk6I6Re9fklYUwit-gpgQekf2PmekKM=&xsec_source=pc_search,5cf390dc000000001601a9ae,Alena的云购空间,2024-06-20T18:41:44+00:00,13.0,5.0,21.0,6.0,正向,"便宜, 控油, 蓬松",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,50,669b28e80000000003024cfd,normal,真的没人觉得现在的清仓很恐怖吗？,"现在的清仓太恐怖了～
想买东西的蹲一蹲太有必要了啊
这不，缕灵彻底停不住了
500一套的洗发水现在不到200
Omg Omg
谷底，鲨疯
	
你可要知道他家的洗护可真不是什么小垃圾
这个是蓬松界的大佬
	
来自麻省理工学院研发的黑科技护发品牌
砖利成分OFPMA
——“头发隐形雨衣”，专门针对细软发、扁塌油腻发质研究，
具有控油、防尘、抗毛躁三重功效
咱说如今1XX同价位里也是找不到对手……趁现在谷底听我的，猛猛囤啊
#Livingproof缕灵[话题]#
#livingproof蓬松洗护[话题]##头发扁塌必入蓬松洗发水[话题]##洗发水测评[话题]##护发心得分享[话题]##洗护推荐[话题]##宝藏个护[话题]##细软塌头发蓬松秘诀[话题]##蓬松高颅顶[话题]##洗发水[话题]# #护发精油[话题]# #米诺地尔[话题]# #洗发水推荐[话题]# #护发素[话题]#",https://www.xiaohongshu.com/explore/669b28e80000000003024cfd?xsec_token=ABYVmfE8LUEcY9S5ykwFblSWKvFUfbRs2DFkfgKyep_6E=&xsec_source=pc_search,65703a8b0000000019013118,Tian tian,2024-08-16T17:21:01+00:00,5.0,3.0,0.0,0.0,正向,"大佬, 黑科技, 控油, 防尘, 抗毛躁",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,51,6806453f000000000b017b73,video,2折😭小贵好用的洗发水只剩好用了‼️,"这洗发水只要不停产本油头能回购一辈子！！
清爽控油蓬松三手抓！告别条形码刘海[再见R]
破价跳水2折捡漏‼️
黑科技小资洗发水真的爱辽
#洗发水控油蓬松[话题]# #去屑洗发水[话题]# #哪种洗发水好用[话题]# #livingproof洗发水[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗护[话题]# #livingproof蓬松洗护[话题]# #livingproof缕灵[话题]# #livingproof蓬蓬肽增粗发芯[话题]# #洗发水红榜[话题]#",https://www.xiaohongshu.com/explore/6806453f000000000b017b73?xsec_token=ABuQxYeULrUdar-hc5emIRVBQ8Mk8eZ1vkT5L79ecM6H4=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-21T21:16:47+00:00,3.0,1.0,2.0,0.0,正向,丰盈蓬松,2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,52,67d2aee8000000000e007211,normal,黑科技洗护品牌｜Living Proof低价处理ing！,"由麻省理工学院科学家团队研发
好莱坞明星造型师参与设计
用科学和专利技术解决棘手的护发难题
LP拥有20多项专利技术
荣获了130多项国际大奖
里面的黑科技-OFPMA（健康头发因子） 专利成分
能够在头发上形成一层控油保护膜
可以有效对抗油垢、灰尘和湿气
防止头发毛躁，从而保护头发健康
	
四大明星产品：
✨丰盈蓬松控油洗发水、护发素
适合细软扁塌发质、易出油发质
✨免洗干发喷雾
油头应急法宝！30秒去油！
不爱洗头又爱出油的宝宝必备！
懒人必备！
月子麻麻不方便洗头必备！
✨反重力丰盈喷雾
拯救扁塌，拯救细软发质
拯救贴头皮！
喷上后肉眼可见头发变蓬松！
✨蓬松发根增厚喷雾
蓬松发根，增厚发丝，打造高颅顶
他家的密法元气乳也是个好东西
易脱发宝宝真的可以试试
自带按摩头真的超舒服！
	
Living Proof 是全系列无硅油护发品牌
市面上其他护发品牌宣传无硅油
其实只有部分洗发水是无硅油
而护发素、发膜、护发精油等产品依然添加硅油成分
	
Living Proof全线产品不仅均不含硅油
而且不会像传统无硅油洗发水一样洗完后干涩
它是通过可替代硅油的""隐形雨衣""因子OFPMA
不仅能控油还能防尘防毛躁，形成轻盈保护膜
不管你是细软塌还是发质受损
living proof都有对症下药的产品
他家喷雾更是可以直接闭眼入！
#洗发水[话题]#  #打造高颅顶[话题]#  #控油洗发水[话题]#  #去油神器[话题]#    #干发喷雾[话题]#  #livingproof[话题]#  #livingproof缕灵[话题]#  #缕灵干发喷雾[话题]# #蓬松洗发水[话题]# #脱发救星[话题]#",https://www.xiaohongshu.com/explore/67d2aee8000000000e007211?xsec_token=ABnTuCsXNC8OK2jsgUQ2B88bG60L3qUxc7fQ5o25uPjXI=&xsec_source=pc_search,60abed97000000000101e0e4,Camellia山茶花,2025-03-13T18:09:45+00:00,2.0,1.0,0.0,3.0,正向,"易脱发宝宝适用, 自带按摩头, 超舒服",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,53,65eeb78900000000130278c9,normal,用了不想换 | 干枯油扁塌有救了,"-
作为一个发根扁塌 发尾干的人在洗发用品的挑选上真的很挑剔，早上洗下午就贴头发，发尾又干枯打结，整个人精致度大打折扣，Living proof缕灵的这两款产品就能完美解决的我的问题。
	
Living proof缕灵丰盈蓬松洗发水
细软塌的本命洗发水
来自麻省理工的研发团队，内含科技“蓬蓬肽”，能够深入发芯，增加头发弹性。第一次用的时候就有被惊艳到，洗完没有用吹风机吹，自然干的情况下，头发依然很蓬松，感觉发根都是立起来的，一点也不塌！而且2-4天发丝都可以一直持续保持蓬松丰盈的状态。透明的啫喱质地，起泡很丰富，洗完发根清爽，整个人都轻松了。而且控油的同时不会干涩，特别温和。味道是清新的果香，留香很持久，氛围感直接拉满！！很适合细软塌的宝子。
	
Living proof缕灵养发真丝瓶
这款养发精华乳简直是发丝干枯毛燥的救星，懒人福音。
修复肽复配氨基酸的营养成分，能够很好形成发丝保护膜，牢牢包裹住发丝，给我们的每根秀发都补充营养，加倍修护力，用一次就看得到效果。关键是免水洗太方便了，干发湿发都能用。偏乳液的质地很清爽，睡前一抹随便抓一抓就吸收了，不会有油腻感，也不用担心沾枕，还有淡淡的香味伴着入眠，隔天起来头发就像刚抹上精华乳一样，依旧顺滑有光泽，边睡觉边养发谁不爱！
	
#蓬蓬肽增粗发芯[话题]# #多肽修护发芯[话题]##养出丝缎发[话题]##护发心得分享[话题]##护发养发[话题]##livingproof缕灵[话题]# #livingproof洗发水[话题]# #livingproof养发真丝瓶[话题]#  #头发护理[话题]# #记录生活[话题]# #笔记灵感[话题]# #浪漫生活的记录者[话题]##好物分享[话题]# #爱用物分享[话题]#  #洗发水控油蓬松[话题]#",https://www.xiaohongshu.com/explore/65eeb78900000000130278c9?xsec_token=ABfZCLK-y_DugiBurY69YGyt5iRdaFcEs3Jmpvju-M6kE=&xsec_source=pc_search,567eab3c6a6a694322e458e2,梨梨梨子,2024-03-12T14:10:25+00:00,63.0,22.0,10.0,3.0,正向,"惊艳, 清爽, 温和, 持久, 顺滑, 有光泽",2025-05-30T00:22:23.59066+00:00
