搜索关键词,监测品牌,搜索排名,笔记ID,笔记类型,笔记标题,笔记描述,笔记URL,作者ID,作者昵称,笔记最后更新时间,点赞数,收藏数,评论数,分享数,品牌情感倾向,品牌高频词,数据采集时间
livingproof,Living Proof,23,683fb4c400000000210189ed,normal,惊天巨折！🐮到爆的控油洗发水！,"对油头来说爆好用舒服的洗发水！
油头？扁塌？秃瓢感？
给姐支棱起来！！
livingproof洗发水是懂氛围感作弊的！!
早上洗头下午就油的姐妹！救命稻草在这!!
-
缕灵自有实验室自主研发，通过了16项测试！专业搞黑科技的就是硬核！成分狠到直击油扁塌痛点！
⬇️
MIT专研的蓬蓬肽，48小时蓬松！
蠕虫叉红藻提取物，隔离外界油垢湿气！
肽填充科技，增粗发丝！
尾穗苋籽提取物，增加头顶发丝支撑力！
-
配方更是狠人！🈚硅油🈚硫酸盐🈚防腐剂！
用植物角鲨烷代替硅油！复合氨基酸去油不干涩！
洗感爽炸天！
前调是清新果香🍊
中调是治愈花香🌸
后调是木质香🌿
洗完的头皮！像！能！呼！吸！
三天后发丝一撩，还有若隐若现的冷香！
-
这个机制错过真的没有！
仅此一批！最后的捡漏！！
	
#洗发水控油蓬松[话题]# #油头洗发水[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #洗发水红榜[话题]# #洗发水推荐[话题]# #洗发水留香持久好闻[话题]# #进口洗发水[话题]#",https://www.xiaohongshu.com/explore/683fb4c400000000210189ed?xsec_token=ABdDHYuZj-8q1VZhJsVa3GBJoZqkoldpNbANumnNyy9rQ=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-06-04T10:51:49+00:00,0.0,0.0,1.0,0.0,正向,"自主研发, 通过了16项测试, 专业搞黑科技, 直击油扁塌痛点, 蓬蓬肽, 隔离外界油垢湿气, 增粗发丝, 增加头顶发丝支撑力, 狠人配方, 无硅油, 无硫酸盐, 无防腐剂, 植物角鲨烷, 复合氨基酸, 不干涩",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,24,68240e22000000002001c752,normal,618李佳琦直播间孕妇🉑用 洗发水篇,"【洗发水】
佳琦带到的洗发水不多，我都截图在上面了，比较多是有去屑功能的
去屑洗发水常添加水杨酸，水杨酸成分是孕妇禁用的，备孕姐妹们下单谨慎选择~
	
后面几个是我自用过好用，不含孕妇禁用成分的洗发水。
	
我是沙发强受损发质，头发干枯毛燥，但是很多修护类洗发水洗完头皮很闷，黏黏的，自用的几个都是洗感清爽的~
	
目前自用的是爱露梦茶树洗发水，含水杨酸，不过洗完头皮很有凉感，像开空调，太喜欢了[捂脸R]暂时先用着吧[笑哭R]
	
以下就是不含孕妇🚫用成分，自用过好用的洗发水：
	
三生花防脱，之前试过小样，很好用，泡泡丰富，洗完头发不涩，头皮干爽！
	
Livingproof缕灵蓬松洗感好，没什么香味，洗完头发相对偏涩，回购过一次；
	
康如芒果，味道好闻，泡泡一般，主要喜欢味道；
	
fan beauty diary 白檀洗发水也是味道好闻；
	
👄喜欢Olaplex欧拉裴4号洗发水，之前连续回购了三瓶，洗感好，香味好，洗完头发不干，并且控油时间久，大约3天头发都不油~
以上内容给备孕姐妹们参考！
	
还是那句话，护肤品添加量有限，是否使用取决于个人选择。介意的姐妹可以谨慎购入，不介意就无所谓的啦~#洗发水[话题]# #618[话题]# #李佳琦[话题]# #备孕好物[话题]# #孕妇可用[话题]#",https://www.xiaohongshu.com/explore/68240e22000000002001c752?xsec_token=ABUSIp33iqyrOf0zy4DHnNb83Wa5dV0E6tkmhIuQHbTwg=&xsec_source=pc_search,5903ea2650c4b457349676e5,pupu👄brave,2025-05-14T11:29:39+00:00,252.0,208.0,126.0,40.0,中立,"蓬松, 没什么香味, 偏涩",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,25,682ed848000000002200766b,normal,这个夏天不允许再油扁塌了！！,"都给我支棱起来！
亲测用了一周
泡沫超绵密的，强力清洁力！
去油效果非常👍
但洗完不会有氨基酸洗发水干涩的通病
甚至不用护发素都不会毛躁打结
有种头皮都在呼吸，贼清爽的感觉
	
原本有点小贵，货值和毫升数都是200+
但现在清仓啦！
这个💰预算不高的姐妹也能🐛！
	
#Livingproof缕灵丰盈洗发水[话题]# #洗发水控油蓬松[话题]##洗发水去屑止痒控油蓬松[话题]##livingproof洗发水[话题]##蓬松洗发水[话题]##好物推荐[话题]##控油洗发水[话题]# #洗发水控油蓬松[话题]# #油头救星[话题]#",https://www.xiaohongshu.com/explore/682ed848000000002200766b?xsec_token=ABG30OPiP0GB2HgEzamJQZtNRsXDQTh1VX4u3ow5SXmQU=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-05-22T15:54:49+00:00,3.0,0.0,1.0,0.0,正向,"强力清洁力, 去油效果非常👍, 不会干涩, 不会毛躁打结, 贼清爽",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,26,680f570d000000000703591f,video,沃去！！原本400+💰 是谁还不知道...,"堪称油扁塌的福报！！
livingproof真的封神了...
用五分钟体验头包脸的快乐～
#livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof[话题]# #洗发水清仓捡漏[话题]# #进口洗发水[话题]# #缕灵洗发水[话题]# #控油蓬松[话题]# #洗发水控油蓬松平价[话题]# #洗发水红榜[话题]# #油头洗发水推荐[话题]#",https://www.xiaohongshu.com/explore/680f570d000000000703591f?xsec_token=ABn4Qh_ad48nBQ_z2gbCtaFHA8Q5GG3bsvV7NNYCp6Zso=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-28T18:23:10+00:00,1.0,0.0,0.0,1.0,正向,"封神, 福报, 快乐, 丰盈蓬松, 清爽, 空气感",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,27,67a8a6c5000000002901b794,normal,200多的livingproof,"静安消费券交作业了
临期产品打六折，正好需要洗发水！在打折货架的角落发现这最后一瓶。转了半个小时，终于搞定了[笑哭R]
	
#livingproof[话题]# #livingproof洗发水[话题]# #静安消费券[话题]#  #静安消费券作业[话题]# #丝芙兰[话题]#",https://www.xiaohongshu.com/explore/67a8a6c5000000002901b794?xsec_token=ABP6sBLMooGAF4DvcH45JN5m85H11NT_bq9B8-ZM8c1aE=&xsec_source=pc_search,55658085f5a26326be23e17b,Jade_JJJ,2025-02-09T20:59:49+00:00,3.0,0.0,1.0,2.0,正向,"需要, 搞定",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,28,6830266500000000230112f5,normal,近期使用的头发洗护,"[举手R]简单说下自己的头发状况，隔天洗一次，再久就会很油，沙发但是偏细软，发质看上去好坏程度非常看天气。
‼️以下1-5是洗发水，6-8是护发产品‼️
[一R]韩国kundal洗发水和护发素
买了一套都是蜂蜜坚果的，味道是粉红葡萄柚香
我偏爱柑橘调的香味，所以这套的味道非常喜欢，
偏滋润的质地，护发素用完挺顺滑的，
整体中规中矩，适合头发没啥问题，又不知道用什么的时候的选择
	
[二R]Giovanni茶树油洗发水
带薄荷感🍃，但又不会特别刺激，天气热的时候特别喜欢用这瓶
有种洗完之后特别干净的感觉，但又不至于很干涩，这瓶我用得特别快，
我一般会同时用几种洗发水的，但天气一热，每次洗头发都会很随手拿起这瓶
	
[三R]Living Proof丰盈蓬松洗发水
有段时候总感觉头发油油的，看到广告就下手了
味道一闻就是：啊是泥膜！的感觉，闻起来就感觉清洁力很厉害哈哈哈
使用效果对我来说一般，用完后发尾非常干涩，一定要用护发素
使用后头皮虽然有干净感，但是发根处没太有蓬松感
	
[四R]薇姿绿标洗发水
这瓶是之前染完发后怀疑自己有溢脂性皮炎（有头屑、还有头油味），但应该是轻微的，搜到了这瓶
[彩虹R]它的味道像药味，不臭，挺上头的，使用感非常喜欢，它用完后是真的有头发干净蓬松了的感觉，但发尾肯定还是干涩，不过没有livingproof那么干，是可以不用护发素，但吹头发的时候要抹点发油的程度，用了大半个月吧，感觉没什么头皮屑了
就是不知道健康头皮能不能用
	
[五R]Offrelax头皮预洗凝露
说到头皮有油味，当时也是搜了很多相关的洗护产品，搜到了这个
看名字就知道了，专门针对头皮清洁的，它的质地像水，香味非常重，感觉用完这个香气完全能盖住头油味，开始用的几次使用感很好，也是感觉洗完很干净，头发蓬松了，但是用几次之后就没有开始的那种惊艳感了，难道是所谓的‘抗药性’？
	
[六R]NIUCOCO的椰油发油
感觉是目前为止用过最好用的发油[红色心形R]，
之前有用过一些发油，会有那种抹是抹上了，但只是覆盖在头发表面，没有吸收进去的感觉，不知道你们有没有试过，但这瓶用的时候就是觉得真能吸收进去[okR]
味道闻着不像香精，已经回购过两三瓶了
	
[彩虹R]剩下的写不完放P10了‼️
	
#护发好物[话题]# #洗发[话题]# #护发[话题]# #洗护[话题]#",https://www.xiaohongshu.com/explore/6830266500000000230112f5?xsec_token=ABTOOaMyNQi5wOEV5c_hjSbsnW1aaQnMn5E78k7qKY4_s=&xsec_source=pc_search,5fe827c6000000000101fc1d,吃好喝好玩得开心,2025-05-23T15:40:21+00:00,7.0,1.0,0.0,0.0,中立,"一般, 干涩, 没有蓬松感",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,29,68299d81000000000303d65b,normal,爱用物 雷品 回购N+,"卡诗的洗发水[捂脸R]
开始还可以，时间长了，感觉不蓬松了，非常贴头皮，所以我都配合Living proof一起用，才能蓬起来 综合考虑不推荐
卡诗的护发素[派对R]
非常好用，值得无限回购的单品♾️总完根本不需要梳子，像瀑布一般
TangleTeezer英国王妃梳子[派对R]火了太久了 大家应该都有感受 一梳顺畅 打结的头发也会平整
雅诗兰黛罐装眼霜[派对R]
是我的心头好 就这么说吧 我本来有的小细纹都让它抚平了，但是眼霜笔[捂脸R]谁买谁踩坑，完全没必要
雅诗兰黛的线雕精华[捂脸R] 平平无奇 无功无过
雅诗兰黛的霜[派对R]
用完脸很软而且清爽，对皮肤有滋养，唯一不足的是不如珀莱雅的霜水润（干皮：盈润版 油皮：轻盈版）#618冲了新的[话题]#
娇韵诗的熬夜精华[派对R]
姐姐送的新年礼物🎁太赞了，熬夜完脸非常干的而且会垮脸，用这个精华毫无熬夜影响
Dior的水[捂脸R] 姐姐一瓶我一瓶，粘而不腻，但是我觉得自购 真没必要
Living proof洗发水 泡沫绵密 头发也蓬松但是会发干 头发没有油润感🫧
HBN精萃水[派对R]性价比超高 适合湿敷 回购了很多次了 非常好用 他家洗面奶[派对R]也好用 对这个品牌很有好感
Bring green护唇膏[萌萌哒R]非常粘嘴🤣 但是这种的特别适合晚上用 第二天嘴唇饱满 嫩嫩的
且初的卸妆膏（无花果味）[萌萌哒R]其实它和ddg我觉得差距不明显，我都买了，这个也贵一些，但谁让我香味控呢
#分享爱用物[话题]# #护肤好物[话题]# #回购及空瓶[话题]#",https://www.xiaohongshu.com/explore/68299d81000000000303d65b?xsec_token=AByrrGlurnQ8_ZYi0pMV1yvzPfPqHN3hgvguKMKecsKnY=&xsec_source=pc_search,608f92ee0000000001006f6e,G-x1an妍儿,2025-05-18T16:42:42+00:00,3.0,1.0,0.0,0.0,中立,"泡沫绵密, 头发也蓬松但是会发干, 头发没有油润感",2025-06-07T20:07:59.707381+00:00
livingproof,Living Proof,30,66bc811b000000001e01935f,normal,我洗一次头要用到的东西,"头顶油发尾糙的可以试试，亲测有效
	
1.offrelax滋润发膜
这个我推荐了好几次了，真的很好用
他家有两个版本的，我会更喜欢滋润版，效果对我来说会更好
洗完头后，库库挤几圈往发尾抹就行，都不需要等多久，也没啥手法
不用害怕油腻不好吸收啥的
他家这个算是滋润型发膜中的清流了 很清爽很清爽
抹上然后用一根皮筋扎起来 洗完澡后冲掉就可以
用完后吹完头发，头发巨巨巨巨顺亮，都不需要用护发精油了，
而且他不是假润，第二天起来头发还是有光泽的那种
我超级喜欢，每次出去玩为了拍照好看我都要早上洗头，为了用这个发膜……
	
2.living proof 洗发水
这个控油效果真的好，我是大油头，洗完能三天不洗头，还不会臭
而且会让我的头发特别特别蓬松！！洗感也不错，我会回购！！！！
而且这个很适合需要做造型的，这个洗完很好做造型！！！！
	
3.sudtana头皮精华
头油头痒头皮会长痘痘的推荐，性价比很高
而且真的很有用
洗头前用，精油质地，其实挺轻薄的，滴在头皮上按摩15分钟左右再去洗掉
坚持用个几次，可以很好的改善头皮环境
我很容易像头皮屑和痘痘，一出现这种情况我就用这个，几次就好了，坚持用头皮出油也会好很多！！买的值！！！！
	
4.睡眠发圈＋真丝枕头套
这两个都是真丝的，发圈安利了无数次，头发粗糙容易掉头发睡前绑起来，可以减少掉发！！
真丝枕套也是一样的道理，可以让发质变好，也会减少头发和枕套之间的摩擦！！减少掉头发！！！！
	
#offrelax发膜[话题]# #livingproof洗发水[话题]# #sudtana头皮精华[话题]# #睡眠发圈[话题]# #真丝枕套[话题]# #发膜推荐[话题]##头发护理[话题]##洗发水推荐[话题]##烫染受损[话题]#",https://www.xiaohongshu.com/explore/66bc811b000000001e01935f?xsec_token=ABDSuRdHU_vBu33Los1osVfb0goVvA4dAwlFb_7u99_0Q=&xsec_source=pc_search,6524bb07000000002a01a957,龙卷风吹毁停车场,2024-08-17T22:23:40+00:00,1247.0,603.0,66.0,40.0,正向,"控油效果好, 蓬松, 洗感不错, 很好做造型",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,31,67f5ecc1000000000f0300db,video,跳水价❗️2折拼手速啦❗️,"Living Proof缕灵 我真的相见恨晚！！
油头 细软塌5分钟改头换面!！
✅ 缕灵丰盈蓬松洗发水
👉油性发质/细软发丝扁塌人群
2天不洗头依然清爽蓬松 高颅顶get！
✅ 缕灵每日圆满洗发水
👉毛躁暗哑/干枯没光泽人群
像给头发灌了十全大补汤
吹干后绸缎光泽感绝了！
	
⚠油扁塌姐妹重点冲丰盈系列
回购只有0次和无数次！
#缕灵洗发水[话题]# #livingproof[话题]# #油扁塌洗发水推荐[话题]# #控油蓬松[话题]# #春日养发护发[话题]# #油头洗发水推荐[话题]# #丰盈蓬松洗发水[话题]# #洗发水清仓捡漏[话题]# #洗发水氨基酸[话题]# #洗发水蓬松[话题]#",https://www.xiaohongshu.com/explore/67f5ecc1000000000f0300db?xsec_token=ABKmq0FGUa_03ezBj756dxBz55LoFSrjyRS76L-5x7tVc=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-09T11:42:58+00:00,8.0,5.0,5.0,3.0,正向,"相见恨晚, 清爽蓬松, 绸缎光泽感",2025-06-07T20:07:59.707381+00:00
livingproof,Living Proof,36,67bee1aa000000000900c6c1,normal,选洗发水选疯了 livingproof狠狠避雷,"如题，孩子真的要疯了，贵价一点的洗发水试了livingproof，欧舒丹，欧舒丹洗完还算舒服，但是livingproof真的……洗完很干涩，而且也没有很蓬松，第二天就已经油了，甚至不如我用的十几块钱五百毫升的蜂花绿瓶……
明天再试试大卫尼斯那款[哭惹R]#哪种洗发水好用[话题]# #油头洗发水[话题]# #洗发水分享[话题]#",https://www.xiaohongshu.com/explore/67bee1aa000000000900c6c1?xsec_token=ABsKp4mb8rMbp8BRRbsK_oB13CVoA8oODMjg15Ott1sec=&xsec_source=pc_search,5bd84dd4abfea200011fbe3b,夜行,2025-02-26T17:40:59+00:00,1.0,0.0,0.0,0.0,负向,"干涩, 不蓬松, 油",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,37,68119c0b000000000900e28b,video,细软塌都去用！！我真的爱si缕灵了😍！！,"2折！2折！79！！
清仓捡漏💰！
#看得见的肽蓬松力[话题]# #细软塌的秘诀[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #洗发水控油蓬松[话题]# #细软塌洗发水推荐[话题]# #油头洗发水[话题]#  #头发蓬松[话题]# #Livingproof缕灵[话题]# #Livingproof[话题]#",https://www.xiaohongshu.com/explore/68119c0b000000000900e28b?xsec_token=ABq7UwY9lA24-riZFhRPY_LVgj9TXQLof7wWgHCd2NbGA=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-30T11:42:04+00:00,1.0,0.0,1.0,1.0,正向,"爱, 无限回购, 神",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,38,6718c5fd000000001402d5d0,normal,救命🆘我用伊索洗发露,"怎么刚洗完吹干就头皮屑爆炸啊[哭惹R]谁能给我推荐一款不起头皮屑的洗发水啊，能让我两天不油头就行[笑哭R]
施巴去屑❌
薇姿绿标❌
BOTANIST蓓甜诗洗发水植物学家（比上面两款好点）
Livingproof丰盈 还是起头屑
馥绿德雅清润舒缓比绿珠那个稍好点 还是起头屑
Aveda紫色瓶子的❌
Alra 用一次气的我直接扔了❌❌❌
到底什么洗发水才适合我啊！",https://www.xiaohongshu.com/explore/6718c5fd000000001402d5d0?xsec_token=ABB64uKR6n8AlCJ833lL1g-Vr-BKQ2FdRgCzmVpWruUM4=&xsec_source=pc_search,5919d49e82ec391f2c4f9f81,神的孩子爱嬉戏,2024-10-23T17:46:37+00:00,5.0,1.0,6.0,1.0,负向,还是起头屑,2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,39,6815aeaf0000000009015918,video,不能再低了‼️这羊毛薅到就是赚到！,"livingproof缕灵
黑科技控油蓬松洗发水
清仓[购物车R]2折！！
#livingproof洗发水[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #洗发水清仓捡漏[话题]# #洗发水控油蓬松[话题]# #油头洗发水[话题]# #LivingProof每日圆满洗发水[话题]#",https://www.xiaohongshu.com/explore/6815aeaf0000000009015918?xsec_token=ABFW4dZ3rhb0av37bSo2ajrxL4aTjQhi4F_soB-dERTRE=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-03T13:50:39+00:00,2.0,1.0,2.0,1.0,正向,"清仓, 2折",2025-06-07T20:07:59.707381+00:00
livingproof,Living Proof,40,668510d6000000001e010c39,video,洗护分享，真真切切都是自己的用后感#洗护[话题]# #洗护好物[话题]# #洗护推荐[话题]# #洗发水推荐[话题]#,洗护分享，真真切切都是自己的用后感#洗护[话题]# #洗护好物[话题]# #洗护推荐[话题]# #洗发水推荐[话题]#,https://www.xiaohongshu.com/explore/668510d6000000001e010c39?xsec_token=ABTcy6ioxS1S-Ra5Ztszr5uEaUKSpr0RuG8BfqLRNG9UI=&xsec_source=pc_search,5ab8637211be1023c4e785ec,曹赢心,2024-07-03T16:50:31+00:00,31.0,11.0,5.0,4.0,正向,"细软塌的救星, 非常友好, 清爽, 蓬松",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,41,66f77b83000000001b023240,normal,Livingproof也太难用了,这个价位还能有这么难用的洗发水，起泡少，洗完了头痒和起头皮屑，200多买200ml左右，价不配位，盲选同价位的最多是无功无过，这款怎么难用成这样？？？,https://www.xiaohongshu.com/explore/66f77b83000000001b023240?xsec_token=AB3ExGHRCZnJ9qL89tSRCU5juf7S_oPoF2lMjNm4AuY3w=&xsec_source=pc_search,65d561aa0000000005032d50,🐰🐶,2024-09-28T11:44:03+00:00,11.0,10.0,21.0,3.0,负向,"难用, 价不配位",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,42,680100e2000000001c000a00,video,油扁塌集合❗平常400+的洗发水清了❗,"livingproof洗发水大清仓！
正品清仓❗正品清仓❗
油扁塌真的不能错过它[购物车R]
缕灵家控油蓬松真的不是说说而已
还有大瓶囤货装省更多❗
洗发水消耗品就是要囤多点～
#洗发水控油蓬松[话题]# #进口洗发水[话题]# #livingproof洗发水[话题]# #洗发水清仓捡漏[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof缕灵[话题]# #哪种洗发水好用[话题]# #油头洗发水[话题]# #控油蓬松[话题]# #洗发水推荐排行榜[话题]#",https://www.xiaohongshu.com/explore/680100e2000000001c000a00?xsec_token=AB2IUUfJmaGm-B1BWvbGMi0GT4WLWDpR6fHlJNCn-K9cg=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-04-17T21:23:47+00:00,2.0,1.0,1.0,1.0,正向,"控油蓬松, 正品, 清仓",2025-06-07T20:07:59.707381+00:00
livingproof,Living Proof,43,67e3d38c000000000603eb54,video,跳崖式清仓！livingproof缕灵洗发水必冲！,"原💰255
数量不多速囤！随时下！
控油蓬松真的绝[买爆R]
#livingproof[话题]# #缕灵[话题]# #清仓特价[话题]# #洗发水[话题]# #控油洗发水[话题]# #控油蓬松[话题]# #细软塌必入[话题]# #油头洗发水[话题]# #丰盈蓬松洗发水[话题]#",https://www.xiaohongshu.com/explore/67e3d38c000000000603eb54?xsec_token=ABUVZBrOOpHpc1RjARbjDOnLKYPjrXXfOMLld1URxH9WE=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-03-26T18:14:37+00:00,2.0,1.0,4.0,1.0,正向,"控油蓬松, 绝",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,44,677b0ad70000000001009f6a,normal,洗发水、护发素、发膜、发油、防脱、沐浴液,"洗发水：
Oribe Gold Lust [五R] 洗完头发又直又顺又不出油，除了贵没有缺点
Living proof Perfect Hair [三R] 蓬但干，洗不出好
Neutrogena T/Sal® Therapeutic [四R] 毛囊炎专用，头皮长痘用两次就消了
Kiehl‘s Amino [三R] 不太蓬
Kérastase Bain Densité Deluxe [四R] 一般好用
Biosilk Silk Therapy [四R] 便宜好用
Christophe Robin Regenerating [三R]
Christophe Robin 海盐洗发膏[二R] 清洁力度太大，一个礼拜洗一次头可以用它
Klorane Shampoo with Quinine and B vitamins [三R] 不起泡
R+Co Television Perfect [三R]
Pura d’or Advanced Therapy System [二R] 起头屑
	
护发素：
Oribe Gold Lust [五R] 吸收很快、头发很垂
Kérastase Fondant Densité [四R] 不假滑
R+Co Television Perfect [三R] 不吸收
	
护发油、精华：
Moroccanoil [三R] 没啥用
Kérastase Elixir Ultime Hydrating Hair Oil [三R] 没啥用
Kérastase Initialiste Scalp & Hair Serum [三R] 没啥用
	
防脱：
Klorane Keratin Strength Fortifying Spray [三R] 难闻但有用
	
沐浴液：
Molton Brown Bath & Shower Gel [四R] 香味好
Aesop Body Cleanser [四R] 香味好",https://www.xiaohongshu.com/explore/677b0ad70000000001009f6a?xsec_token=ABlhHdQ1Mc-mQW5nVSZBPVxU6K1tSkOLHkgLrHWLRgHlg=&xsec_source=pc_search,5bea3ec4a0514600015ec499,Abby,2025-01-07T08:08:08+00:00,19.0,13.0,1.0,0.0,负向,"蓬但干, 洗不出好",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,45,68099cdd000000001d01af96,normal,🍃2折清大油头救星！控油神器💥,"🇺🇸小众高端Living proof品牌下的全效丰盈蓬松洗发水
	
它能有效控油，解决头皮出油的烦恼，让头发回归清爽状态。🌞
	
止痒去屑功能，让头皮得以呼吸，不再受头痒困扰。🍃
	
更重要的是，这款洗发水还能带来蓬松的秀发效果，让你的发型看起来更加丰盈。💫
	
适合任何发质，尤其是油头的朋友们，能带给你前所未有的洗发体验。🌴
	
而且，现在参与活动，在骨折💰的同时再直降30，性价比超高！💥
	
别犹豫了，快来入手这款超赞的洗发水，让你每天都能轻松拥有清爽、蓬松的完美发型。😍
#控油洗发水[话题]##蓬松洗发水[话题]##livingproof洗发水[话题]##洗发水[话题]##小众好用[话题]# #洗发水控油蓬松[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof缕灵[话题]# #livingproof蓬松洗护[话题]#",https://www.xiaohongshu.com/explore/68099cdd000000001d01af96?xsec_token=ABaYU8ioL4pMmxtAQl9i6PJv4QzbDbuqOYkDbm0-lvFGw=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-04-24T10:07:25+00:00,1.0,0.0,1.0,0.0,正向,"高端, 小众, 超赞",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,46,682ad746000000000303dfa1,video,不会让你们失望的living proof洗发水🥰,"品牌方居然真的放出这个💰！
平常正装得200+
油头姐妹用了很多洗发水觉得不好用的
真的可以来试试！
	
里头添加了很多控油蓬松成分
专研的蓬蓬肽、蠕虫叉红藻提取物、尾穗苋籽肽...
还是氨基酸表活
泡沫绵密，温和带走油脂
原来头包脸可以这么快乐😁
#防脱控油洗发水[话题]# #油头洗发水[话题]# #看得见的肽蓬松力[话题]# #哪种洗发水好用[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #缕灵洗发水[话题]# #修复洗发水[话题]# #控油蓬松洗发水[话题]#",https://www.xiaohongshu.com/explore/682ad746000000000303dfa1?xsec_token=ABCGEbl9BCM0y-JF9YbnnHe2J89Ze5tRaXtUsylHvBZOc=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-19T15:01:26+00:00,1.0,1.0,1.0,0.0,正向,"控油能力感人, 水光绸缎发靠它了, 温和带走油脂, 泡沫绵密",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,47,682d58e100000000210056cc,normal,近期购物分享（二）,"#小众护肤[话题]# #纯净护肤[话题]# #爱用好物[话题]# #木质香[话题]# #身体护理[话题]#
#my[话题]# organics #livingproof[话题]# #欧舒丹干发喷雾[话题]#
#伊索[话题]# #Aesop[话题]#
#lelabo[话题]# #byredo[话题]#",https://www.xiaohongshu.com/explore/682d58e100000000210056cc?xsec_token=AB4oRsS-cqsN6M5T-Ei2H8CbCF-MornkOp0i1x3TG6uf4=&xsec_source=pc_search,5a0bcc434eacab3a2f928e1e,zxcvbnm,2025-05-21T12:38:58+00:00,2.0,0.0,0.0,0.0,正向,"丰盈, 增体积",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,48,6837058d000000002100dcf6,video,洗出高楼大厦🌴般的高颅顶！！,"能把细软塌头发立起来的洗发水
不得不提到他们家的蓬蓬肽黑科技
是真🐮哇
🇺🇸进口的沙龙洗护
真的有在好好研究控油！
	
#洗发水控油蓬松[话题]# #控油蓬松[话题]# #油头救星[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵洗发水[话题]# #livingproof缕灵[话题]# #洗发水推荐[话题]# #控油洗发水[话题]# #油头洗发水[话题]#",https://www.xiaohongshu.com/explore/6837058d000000002100dcf6?xsec_token=AB9UKqqLPYkvnP8AbAvg0sm4eKkEymDPHaqiomrwHhw6o=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-05-28T20:46:05+00:00,2.0,0.0,0.0,0.0,正向,"蓬蓬肽黑科技, 真🐮, 控油蓬松",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,49,67cd742a000000000d01572d,normal,洗发水测评第二弹—Living proof,"1️⃣香味：很厚重的橘子皮味，还有药味的混合，有点怪怪的
2️⃣清洁力度：一般，有点洗不干净的感觉
3️⃣蓬松程度：一般，还是贴头皮塌塌的
4️⃣控油程度：一般，可以坚持一天半
	
🌟是否回购：否
	
🟠主包发质：细软塌，偏油，头皮屑不多
	
#洗发水测评[话题]# #油头[话题]#",https://www.xiaohongshu.com/explore/67cd742a000000000d01572d?xsec_token=ABFBmZC-q8r8IH2HCDMAiru97Jj1lN2Z9VZT6rtdI1Bgw=&xsec_source=pc_search,5deed6e00000000001003094,我要睡大觉,2025-03-09T21:21:20+00:00,3.0,0.0,0.0,0.0,负向,"怪怪的, 一般, 洗不干净, 贴头皮, 塌塌的, 可以坚持一天半",2025-05-30T00:30:57.829682+00:00
